bloco;layout;col_b_raw;brand;category;descricao;rg;codigo_fabrica;status;tabela_bruta;multipl_desconto;custo;VENDA_DIRETA_MS;MS_DDOS;MS_DDOS_PRAZO;MS_ANDREI;SP_SP;SP_OUTROS;SP_RJ_MG_SUL;SP_MONTAGEM;OUTROS_ES;MG_RJ_SUL;DOURADOS_MS;flags
A_OUTRAS_MARCAS;A;PICCIN;PICCIN;;CALCAREADEIRA MASTER 7.500 PNEUS 11L15 E EST 40 MM PRECISA;53643;NT;;;;;;;;;;;;38900;39900;40900;;SEM_CUSTO_TABELA|PRECO_MANUAL|BLOCO_MANUAL
A_OUTRAS_MARCAS;A;ALMEIDA;ALMEIDA;;"GUINCHO BAG 2.000 BITOLA REGULÁVEL PN 11L15"" (SAIU DE LINHA)";53710;1384947;;;;14100;;;;;;;;19900;20900;21900;;PRECO_MANUAL|BLOCO_MANUAL
A_OUTRAS_MARCAS;A;ALMEIDA;ALMEIDA;;ROÇADEIRA 3 PONTO ROAL 1400 TRASM DIRETA;53924;NT;;;;6750;;;;;;;;10500;11400;11800;;PRECO_MANUAL|BLOCO_MANUAL
A_OUTRAS_MARCAS;A;ALMEIDA;ALMEIDA;;ROÇADEIRA 3 PONTO ROAL 1600 TRASM DIRETA;53758;NT;;;;7500;;;;;;;;10900;11500;11900;;PRECO_MANUAL|BLOCO_MANUAL
A_OUTRAS_MARCAS;A;ALMEIDA;ALMEIDA;;ROÇADEIRA 3 PONTO ROAL 1800 TRASM DIRETA;53836;NT;;;;8175;;;;;;;;11900;12400;12900;;PRECO_MANUAL|BLOCO_MANUAL
A_OUTRAS_MARCAS;A;ALMEIDA;ALMEIDA;;ROÇADEIRA 3 PONTO ROCAL 1600 TRASM CORREIAS;53901;NT;;;;9450;;;;;;;;13500;13900;14500;;PRECO_MANUAL|BLOCO_MANUAL
A_OUTRAS_MARCAS;A;ALMEIDA;ALMEIDA;;ROÇADEIRA 3 PONTO ROCAL 1800 TRANSM CORREIAS;53851;NT;;;;10012;;;;;;;;14300;14900;15600;;PRECO_MANUAL|BLOCO_MANUAL
A_OUTRAS_MARCAS;A;ALMEIDA;ALMEIDA;;ROÇADEIRA ARRASTO ROACAL 1800 COM RODAS FERRO GRANDES;53858;NT;;;;13050;;;;;;;;18900;19900;20900;;PRECO_MANUAL|BLOCO_MANUAL
A_OUTRAS_MARCAS;A;ALMEIDA;ALMEIDA;;ROÇADEIRA ARRASTO ROACAL DUPLA 3400 RODAS FERRO GRANDES;53950;NT;;;;21225;;;;;;;;29900;30900;31900;;PRECO_MANUAL|BLOCO_MANUAL
A_OUTRAS_MARCAS;A;ALMEIDA;ALMEIDA;;"CALC TECLANCER 3.0 EST 500 2 PN 750X16""";54045;1397662;;;;16400;;;;;;;;22900;23900;24900;;PRECO_MANUAL|BLOCO_MANUAL
A_OUTRAS_MARCAS;A;ALMEIDA;ALMEIDA;;"CALC TECLANCER 6.0 EST 500 4 PN 750X16""";53660;1384981;;;;22000;;;;;;;;30500;31900;32900;;PRECO_MANUAL|BLOCO_MANUAL
A_OUTRAS_MARCAS;A;ALMEIDA;ALMEIDA;;"CALC PRO TECLANCER 3.0 EST LARGA 800 MM 2 PN 750X16""";53734;1384785;;;;17800;;;;;;;;24900;25900;26900;;PRECO_MANUAL|BLOCO_MANUAL
A_OUTRAS_MARCAS;A;ALMEIDA;ALMEIDA;;"CALC PRO TECLANCER 6.0 EST LARGA 800 MM 4 PN 750X16""";53853;1387045;;;;23600;;;;;;;;33500;34900;36500;;PRECO_MANUAL|BLOCO_MANUAL
A_OUTRAS_MARCAS;A;ALMEIDA;ALMEIDA;;"CALC PRO TECLANCER 8.0 EST LARGA 800 MM 4 PN 11L15"" (LARGO)";53706;1384983;;;;26300;;;;;;;;38500;39900;41500;;PRECO_MANUAL|BLOCO_MANUAL
A_OUTRAS_MARCAS;A;ALMEIDA;ALMEIDA;;"CALC PRO TECLANCER 10.0 BIT FIXA CD EST 800 MM PN 12.4X24""";54042;NT;;;;41900;;;;;;;;59900;62500;64900;;PRECO_MANUAL|BLOCO_MANUAL
A_OUTRAS_MARCAS;A;ALMEIDA;ALMEIDA;;"DIAMOND 8.0 ""INOX"" BIT REG CD PN 11L15"" EST 800/500 2 JG DISC";54057;NT;;;;41508;;;;;;;;56900;58900;60900;;PRECO_MANUAL|BLOCO_MANUAL
A_OUTRAS_MARCAS;A;ALMEIDA;ALMEIDA;;"DIAMOND 10.0 CHAPA BIT REG CD PN 24""EST 800/500 2 JG DISCOS";53900;NT;;;;48896;;;;;;;;66900;69900;72500;;PRECO_MANUAL|BLOCO_MANUAL
A_OUTRAS_MARCAS;A;ALMEIDA;ALMEIDA;;"DIAMOND 10.0 ""INOX"" 10.0 BIT REG CD PN 24"" EST 800/500 2 JG DISCOS";54043;NT;;;;60896;;;;;;;;82900;86900;89900;;PRECO_MANUAL|BLOCO_MANUAL
A_OUTRAS_MARCAS;A;ALMEIDA;ALMEIDA;;"DIAMOND 12.0 CHAPA BIT REG CD PN 24"" EST 800/500 2 JG DISCOS";54058;NT;;;;61000;;;;;;;;83900;87900;91900;;PRECO_MANUAL|BLOCO_MANUAL
A_OUTRAS_MARCAS;A;ALMEIDA;ALMEIDA;;"DIAMOND 12.0 ""INOX"" BIT REG TX FIXA CD 4 PN 24"" 2 JG DISCOS";54001;NT;;;;81000;;;;;;;;106900;110900;113900;;PRECO_MANUAL|BLOCO_MANUAL
A_OUTRAS_MARCAS;A;ALMEIDA;ALMEIDA;;"BLACK 12.0 INOX BIT REG TX VARIA HIDR 4 PN 24"" 2 JG - TELA + ANTENA";53733;NT;;;;124000;;;;;;;;164900;169900;173900;;PRECO_MANUAL|BLOCO_MANUAL
A_OUTRAS_MARCAS;A;ALMEIDA;ALMEIDA;;"CARRETA BASCMAX CARGOR 5.0 ROD DUPLO C/ 4 PN 750X16""";53846;1388929;;;;14900;;;;;;;;23900;24900;25900;;PRECO_MANUAL|BLOCO_MANUAL
A_OUTRAS_MARCAS;A;ALMEIDA;ALMEIDA;;"CARRETA BASC MAX CARGOR 5.0 RODADO *TANDEM* C/ 4 PN 750X16""";53906;1389904;;;;17500;;;;;;;;26500;27500;28500;;PRECO_MANUAL|BLOCO_MANUAL
A_OUTRAS_MARCAS;A;ALMEIDA;ALMEIDA;;"CARRETA BASC MAX CARGOR 6.0 RODADO DUPLO C/ 4 PN 750X16""";53670;1384986;;;;16900;;;;;;;;26500;27500;28500;;PRECO_MANUAL|BLOCO_MANUAL
A_OUTRAS_MARCAS;A;ALMEIDA;ALMEIDA;;"CARRETA BASC MAX CARGOR 6.0 RODADO TANDEM C/ 4 PN 750X16""";53837;1389908;;;;18800;;;;;;;;27900;28900;29900;;PRECO_MANUAL|BLOCO_MANUAL
A_OUTRAS_MARCAS;A;ALMEIDA;ALMEIDA;;"CARRETA BASC FORRAG 8.0 ROD TANDEM C/ 4 PN 11L15""";54047;1397961;;;;22500;;;;;;;;30900;32500;33500;;PRECO_MANUAL|BLOCO_MANUAL
A_OUTRAS_MARCAS;A;ALMEIDA;ALMEIDA;;"CARRETA BASC FORRAG 10.0 ROD TANDEM C/ 4 PN 400/60""";53844;1385946;;;;27700;;;;;;;;39900;41500;42900;;PRECO_MANUAL|BLOCO_MANUAL
A_OUTRAS_MARCAS;A;ALMEIDA;ALMEIDA;;CJ CARREGAD SPEED 1200 JÁ C/ CONCHA  + CHASSI  *SEM JOYSTICK *;54063;NT;;;;15750;;;;;;;;25900;26900;27900;;PRECO_MANUAL|BLOCO_MANUAL
A_OUTRAS_MARCAS;A;ALMEIDA;ALMEIDA;;CJ CARREGAD SPEED 1200 JÁ C/ CONCHA  + CHASSI  *COM JOYSTICK*;54017;NT;;;;17925;;;;;;;;27900;28900;29900;;PRECO_MANUAL|BLOCO_MANUAL
A_OUTRAS_MARCAS;A;ALMEIDA;ALMEIDA;;GUINCHO PEGA BAG PARA SPEED 1.200 TODOS TRATORES;54133;NT;;;;2100;;;;;;;;3200;3400;3600;;PRECO_MANUAL|BLOCO_MANUAL
A_OUTRAS_MARCAS;A;ALMEIDA;ALMEIDA;;LAMINA DE 2.150 MM PARA SPEED 1.200;54114;NT;;;;2100;;;;;;;;3300;3500;3700;;PRECO_MANUAL|BLOCO_MANUAL
A_OUTRAS_MARCAS;A;ALMEIDA;ALMEIDA;;"CJ PLAINA DIANT  PDAL 100 JÁ COM CHASSI + LAMINA 2,40 M S/ JOY";53841;NT;;;;16477;;;;;;;;25900;26900;27900;;PRECO_MANUAL|BLOCO_MANUAL
A_OUTRAS_MARCAS;A;ALMEIDA;ALMEIDA;;"CJ PLAINA DIANT  PDAL 1.000 JÁ COM CHASSI + LAMINA 2,60 M S/ JOY";54088;NT;;;;18732;;;;;;;;27900;29300;30700;;PRECO_MANUAL|BLOCO_MANUAL
A_OUTRAS_MARCAS;A;ALMEIDA;ALMEIDA;;"CJ PLAINA DIANT  PDAL 1.100 JÁ COM CHASSI + LAMINA 2,60 M S/ JOY";54197;NT;;;;22875;;;;;;;;31900;32900;34200;;PRECO_MANUAL|BLOCO_MANUAL
A_OUTRAS_MARCAS;A;ALMEIDA;ALMEIDA;;CONCHA 1200 MM COM PISTÃO PARA PDAL 100;54134;NT;;;;6450;;;;;;;;9300;9700;10000;;PRECO_MANUAL|BLOCO_MANUAL
A_OUTRAS_MARCAS;A;ALMEIDA;ALMEIDA;;CONCHA 1700 MM COM PISTÃO PARA PDAL 1.000/1.100;54135;NT;;;;7200;;;;;;;;10500;10900;11400;;PRECO_MANUAL|BLOCO_MANUAL
A_OUTRAS_MARCAS;A;ALMEIDA;ALMEIDA;;"GRADE ARAD CONTR REM 14X26""X6,00 235 MM PN 750X16"" 80 CV";53676;1384916;;26390;;17800;;;;;;;;25500;26500;27500;;PRECO_MANUAL|BLOCO_MANUAL
A_OUTRAS_MARCAS;A;ALMEIDA;ALMEIDA;;"GRADE ARAD CONTR REM 16X26""X6,00 235 MM PN 750X16"" 90 CV";53677;1381942;;28790;;19200;;;;;;;;27500;28900;29900;;PRECO_MANUAL|BLOCO_MANUAL
A_OUTRAS_MARCAS;A;ALMEIDA;ALMEIDA;;"GRADE ARAD CONTR REM 18X26""X6,00 235 MM PN 750X16"" 110 CV";53678;1381949;;30659;;20800;;;;;;;;28900;29900;30900;;PRECO_MANUAL|BLOCO_MANUAL
A_OUTRAS_MARCAS;A;ALMEIDA;ALMEIDA;;"GRADE INTER CONTR REM 14X28""X6,00 270 MM PN 750X16"" 100 CV";53617;1376719;;27569;;18700;;;;;;;;26900;27900;28900;;PRECO_MANUAL|BLOCO_MANUAL
A_OUTRAS_MARCAS;A;ALMEIDA;ALMEIDA;;"GRADE INTER CONTR REM 16X28""X6,00 270 MM PN 750X16"" 110 CV";53679;1381951;;30767;;20600;;;;;;;;29500;30500;31500;;PRECO_MANUAL|BLOCO_MANUAL
A_OUTRAS_MARCAS;A;ALMEIDA;ALMEIDA;;"GRADE INTER CONTR REM 18X28""X6,00 270 MM PN 750X16"" 120 CV";53680;1381953;;32245;;21400;;;;;;;;31900;32900;33900;;PRECO_MANUAL|BLOCO_MANUAL
